Date,Year,Month,State_UT,OMC,Fuel_Station_ID,Petrol_Sales_KL,Ethanol_Blended_KL,Blending_Percentage,Feedstock,CO2_Reduction_Tonnes,Import_Savings_INR
2022-02-01,2022,2,Meghalaya,HPCL,FS102170,33017,6141.16,18.6,Molasses,10747.03,337763.8
2022-03-01,2022,3,Meghalaya,IOC,FS102171,21313,1754.06,8.23,Broken Rice,3069.61,96473.3
2022-04-01,2022,4,Meghalaya,BPCL,FS102172,36439,3800.59,10.43,Molasses,6651.03,209032.45
2022-05-01,2022,5,Meghalaya,HPCL,FS102173,21285,1939.06,9.11,Sugarcane,3393.36,106648.3
2022-06-01,2022,6,Meghalaya,BPCL,FS102174,30391,6096.43,20.06,Broken Rice,10668.75,335303.65
2022-07-01,2022,7,Meghalaya,IOC,FS102175,22080,1026.72,4.65,Sugarcane,1796.76,56469.6
2022-08-01,2022,8,Meghalaya,HPCL,FS102176,9597,1044.15,10.88,Maize,1827.26,57428.25
2022-09-01,2022,9,Meghalaya,IOC,FS102177,32815,4088.75,12.46,Molasses,7155.31,224881.25
2022-10-01,2022,10,Meghalaya,IOC,FS102178,69824,5474.2,7.84,Sugarcane,9579.85,301081.0
2022-11-01,2022,11,Meghalaya,BPCL,FS102179,28684,4032.97,14.06,Maize,7057.7,221813.35
2022-12-01,2022,12,Meghalaya,BPCL,FS102180,47770,4385.29,9.18,Molasses,7674.26,241190.95
2023-01-01,2023,1,Meghalaya,BPCL,FS102181,70894,9379.28,13.23,Molasses,16413.74,515860.4
2023-02-01,2023,2,Meghalaya,BPCL,FS102182,28372,3807.52,13.42,Sugarcane,6663.16,209413.6
2023-03-01,2023,3,Meghalaya,IOC,FS102183,65920,6624.96,10.05,Sugarcane,11593.68,364372.8
2023-04-01,2023,4,Meghalaya,HPCL,FS102184,42600,4153.5,9.75,Sugarcane,7268.62,228442.5
2023-05-01,2023,5,Meghalaya,BPCL,FS102185,13167,1702.49,12.93,Sugarcane,2979.36,93636.95
2023-06-01,2023,6,Meghalaya,IOC,FS102186,58903,2279.55,3.87,Broken Rice,3989.21,125375.25
2023-07-01,2023,7,Meghalaya,BPCL,FS102187,64768,10026.09,15.48,Sugarcane,17545.66,551434.95
2023-08-01,2023,8,Meghalaya,IOC,FS102188,75996,9347.51,12.3,Sugarcane,16358.14,514113.05
2023-09-01,2023,9,Meghalaya,BPCL,FS102189,69256,4924.1,7.11,Maize,8617.18,270825.5
2023-10-01,2023,10,Meghalaya,IOC,FS102190,10963,945.01,8.62,Molasses,1653.77,51975.55
2023-11-01,2023,11,Meghalaya,BPCL,FS102191,21866,1344.76,6.15,Broken Rice,2353.33,73961.8
2023-12-01,2023,12,Meghalaya,IOC,FS102192,30666,3873.12,12.63,Maize,6777.96,213021.6
2024-01-01,2024,1,Meghalaya,HPCL,FS102193,8636,1611.48,18.66,Molasses,2820.09,88631.4
2024-02-01,2024,2,Meghalaya,BPCL,FS102194,19351,2275.68,11.76,Molasses,3982.44,125162.4
2024-03-01,2024,3,Meghalaya,IOC,FS102195,63184,13584.56,21.5,Maize,23772.98,747150.8
2024-04-01,2024,4,Meghalaya,BPCL,FS102196,18778,1594.25,8.49,Sugarcane,2789.94,87683.75
2024-05-01,2024,5,Meghalaya,BPCL,FS102197,10108,1351.44,13.37,Maize,2365.02,74329.2
2024-06-01,2024,6,Meghalaya,BPCL,FS102198,22367,3914.22,17.5,Broken Rice,6849.88,215282.1
2024-07-01,2024,7,Meghalaya,IOC,FS102199,77868,6696.65,8.6,Broken Rice,11719.14,368315.75
2024-08-01,2024,8,Meghalaya,HPCL,FS102200,69365,11070.65,15.96,Sugarcane,19373.64,608885.75
2024-09-01,2024,9,Meghalaya,BPCL,FS102201,24766,2328.0,9.4,Broken Rice,4074.0,128040.0
2024-10-01,2024,10,Meghalaya,IOC,FS102202,54874,11797.91,21.5,Sugarcane,20646.34,648885.05
2024-11-01,2024,11,Meghalaya,IOC,FS102203,9359,2012.18,21.5,Maize,3521.32,110669.9
2024-12-01,2024,12,Meghalaya,IOC,FS102204,27116,4620.57,17.04,Maize,8086.0,254131.35
2025-01-01,2025,1,Meghalaya,BPCL,FS102205,38782,6061.63,15.63,Maize,10607.85,333389.65
2025-02-01,2025,2,Meghalaya,IOC,FS102206,16080,3457.2,21.5,Molasses,6050.1,190146.0
2025-03-01,2025,3,Meghalaya,BPCL,FS102207,55482,11162.98,20.12,Sugarcane,19535.22,613963.9
2025-04-01,2025,4,Meghalaya,BPCL,FS102208,23831,3324.42,13.95,Maize,5817.74,182843.1
2025-05-01,2025,5,Meghalaya,HPCL,FS102209,70451,14759.48,20.95,Maize,25829.09,811771.4
2025-06-01,2025,6,Meghalaya,IOC,FS102210,47477,10207.56,21.5,Broken Rice,17863.23,561415.8
2025-07-01,2025,7,Meghalaya,BPCL,FS102211,10620,2283.3,21.5,Maize,3995.78,125581.5
2025-08-01,2025,8,Meghalaya,HPCL,FS102212,61024,7145.91,11.71,Maize,12505.34,393025.05
2025-09-01,2025,9,Meghalaya,BPCL,FS102213,32074,6895.91,21.5,Molasses,12067.84,379275.05
2025-10-01,2025,10,Meghalaya,IOC,FS102214,44860,9644.9,21.5,Maize,16878.58,530469.5
2025-11-01,2025,11,Meghalaya,BPCL,FS102215,34548,4435.96,12.84,Maize,7762.93,243977.8
2025-12-01,2025,12,Meghalaya,HPCL,FS102216,39568,4665.07,11.79,Molasses,8163.87,256578.85
2026-01-01,2026,1,Meghalaya,HPCL,FS102217,74101,15931.72,21.5,Molasses,27880.51,876244.6
2026-02-01,2026,2,Meghalaya,BPCL,FS102218,12311,1404.69,11.41,Maize,2458.21,77257.95
2026-03-01,2026,3,Meghalaya,HPCL,FS102219,49616,7869.1,15.86,Sugarcane,13770.93,432800.5
2026-04-01,2026,4,Meghalaya,HPCL,FS102220,10580,673.95,6.37,Maize,1179.41,37067.25
2026-05-01,2026,5,Meghalaya,HPCL,FS102221,65395,8985.27,13.74,Sugarcane,15724.22,494189.85
2026-06-01,2026,6,Meghalaya,BPCL,FS102222,22635,3067.04,13.55,Broken Rice,5367.32,168687.2
2026-07-01,2026,7,Meghalaya,BPCL,FS102223,34855,5590.74,16.04,Molasses,9783.8,307490.7
2015-01-01,2015,1,Mizoram,HPCL,FS102224,73139,1733.39,2.37,Sugarcane,3033.43,95336.45
2015-02-01,2015,2,Mizoram,HPCL,FS102225,17475,216.69,1.24,Sugarcane,379.21,11917.95
2015-03-01,2015,3,Mizoram,HPCL,FS102226,10176,227.94,2.24,Sugarcane,398.89,12536.7
2015-04-01,2015,4,Mizoram,HPCL,FS102227,69918,1712.99,2.45,Molasses,2997.73,94214.45
2015-05-01,2015,5,Mizoram,HPCL,FS102228,14610,299.5,2.05,Molasses,524.12,16472.5
2015-06-01,2015,6,Mizoram,IOC,FS102229,55993,1601.4,2.86,Sugarcane,2802.45,88077.0
2015-07-01,2015,7,Mizoram,BPCL,FS102230,59616,1860.02,3.12,Molasses,3255.03,102301.1
2015-08-01,2015,8,Mizoram,BPCL,FS102231,12482,222.18,1.78,Molasses,388.81,12219.9
2015-09-01,2015,9,Mizoram,HPCL,FS102232,15338,237.74,1.55,Sugarcane,416.05,13075.7
2015-10-01,2015,10,Mizoram,HPCL,FS102233,19545,461.26,2.36,Sugarcane,807.2,25369.3
2015-11-01,2015,11,Mizoram,IOC,FS102234,22318,551.25,2.47,Maize,964.69,30318.75
2015-12-01,2015,12,Mizoram,HPCL,FS102235,60672,576.38,0.95,Molasses,1008.66,31700.9
2016-01-01,2016,1,Mizoram,IOC,FS102236,48077,1504.81,3.13,Maize,2633.42,82764.55
2016-02-01,2016,2,Mizoram,IOC,FS102237,37669,508.53,1.35,Sugarcane,889.93,27969.15
2016-03-01,2016,3,Mizoram,IOC,FS102238,34016,1588.55,4.67,Molasses,2779.96,87370.25
2016-04-01,2016,4,Mizoram,IOC,FS102239,47236,2418.48,5.12,Sugarcane,4232.34,133016.4
2016-05-01,2016,5,Mizoram,BPCL,FS102240,58016,1937.73,3.34,Broken Rice,3391.03,106575.15
2016-06-01,2016,6,Mizoram,IOC,FS102241,46985,2142.52,4.56,Molasses,3749.41,117838.6
2016-07-01,2016,7,Mizoram,IOC,FS102242,28946,963.9,3.33,Broken Rice,1686.83,53014.5
2016-08-01,2016,8,Mizoram,HPCL,FS102243,51744,1676.51,3.24,Sugarcane,2933.89,92208.05
2016-09-01,2016,9,Mizoram,BPCL,FS102244,14806,562.63,3.8,Sugarcane,984.6,30944.65
2016-10-01,2016,10,Mizoram,BPCL,FS102245,47220,1992.68,4.22,Molasses,3487.19,109597.4
2016-11-01,2016,11,Mizoram,HPCL,FS102246,66830,1897.97,2.84,Sugarcane,3321.45,104388.35
2016-12-01,2016,12,Mizoram,BPCL,FS102247,15973,616.56,3.86,Sugarcane,1078.98,33910.8
2017-01-01,2017,1,Mizoram,BPCL,FS102248,39285,1583.19,4.03,Maize,2770.58,87075.45
2017-02-01,2017,2,Mizoram,BPCL,FS102249,67155,3418.19,5.09,Sugarcane,5981.83,188000.45
2017-03-01,2017,3,Mizoram,IOC,FS102250,64361,3823.04,5.94,Sugarcane,6690.32,210267.2
2017-04-01,2017,4,Mizoram,IOC,FS102251,76226,3651.23,4.79,Maize,6389.65,200817.65
2017-05-01,2017,5,Mizoram,HPCL,FS102252,42263,3571.22,8.45,Maize,6249.63,196417.1
2017-06-01,2017,6,Mizoram,BPCL,FS102253,58044,2675.83,4.61,Maize,4682.7,147170.65
2017-07-01,2017,7,Mizoram,HPCL,FS102254,54732,3300.34,6.03,Maize,5775.6,181518.7
2017-08-01,2017,8,Mizoram,BPCL,FS102255,31572,2361.59,7.48,Broken Rice,4132.78,129887.45
2017-09-01,2017,9,Mizoram,HPCL,FS102256,44948,1887.82,4.2,Sugarcane,3303.68,103830.1
2017-10-01,2017,10,Mizoram,HPCL,FS102257,30024,579.46,1.93,Molasses,1014.06,31870.3
2017-11-01,2017,11,Mizoram,IOC,FS102258,9756,456.58,4.68,Sugarcane,799.01,25111.9
2017-12-01,2017,12,Mizoram,BPCL,FS102259,66051,3210.08,4.86,Sugarcane,5617.64,176554.4
2018-01-01,2018,1,Mizoram,BPCL,FS102260,12535,683.16,5.45,Molasses,1195.53,37573.8
2018-02-01,2018,2,Mizoram,IOC,FS102261,67812,3533.01,5.21,Broken Rice,6182.77,194315.55
2018-03-01,2018,3,Mizoram,IOC,FS102262,18207,921.27,5.06,Sugarcane,1612.22,50669.85
2018-04-01,2018,4,Mizoram,BPCL,FS102263,69407,1797.64,2.59,Broken Rice,3145.87,98870.2
2018-05-01,2018,5,Mizoram,HPCL,FS102264,60234,2168.42,3.6,Sugarcane,3794.74,119263.1
2018-06-01,2018,6,Mizoram,IOC,FS102265,43157,988.3,2.29,Maize,1729.52,54356.5
2018-07-01,2018,7,Mizoram,BPCL,FS102266,35657,1868.43,5.24,Broken Rice,3269.75,102763.65
2018-08-01,2018,8,Mizoram,BPCL,FS102267,52891,3104.7,5.87,Molasses,5433.22,170758.5
2018-09-01,2018,9,Mizoram,IOC,FS102268,61010,3306.74,5.42,Broken Rice,5786.8,181870.7
2018-10-01,2018,10,Mizoram,IOC,FS102269,19528,1142.39,5.85,Maize,1999.18,62831.45
2018-11-01,2018,11,Mizoram,IOC,FS102270,20076,969.67,4.83,Sugarcane,1696.92,53331.85
2018-12-01,2018,12,Mizoram,BPCL,FS102271,58298,4832.9,8.29,Sugarcane,8457.57,265809.5
2019-01-01,2019,1,Mizoram,IOC,FS102272,64911,4478.86,6.9,Sugarcane,7838.0,246337.3
2019-02-01,2019,2,Mizoram,BPCL,FS102273,23185,1261.26,5.44,Sugarcane,2207.2,69369.3
2019-03-01,2019,3,Mizoram,IOC,FS102274,38020,1775.53,4.67,Broken Rice,3107.18,97654.15
2019-04-01,2019,4,Mizoram,HPCL,FS102275,69394,5482.13,7.9,Molasses,9593.73,301517.15
2019-05-01,2019,5,Mizoram,BPCL,FS102276,70694,5153.59,7.29,Maize,9018.78,283447.45
2019-06-01,2019,6,Mizoram,HPCL,FS102277,20109,1194.47,5.94,Molasses,2090.32,65695.85
2019-07-01,2019,7,Mizoram,HPCL,FS102278,64115,1788.81,2.79,Sugarcane,3130.42,98384.55
2019-08-01,2019,8,Mizoram,IOC,FS102279,25040,1116.78,4.46,Molasses,1954.37,61422.9
2019-09-01,2019,9,Mizoram,IOC,FS102280,50722,2211.48,4.36,Molasses,3870.09,121631.4
2019-10-01,2019,10,Mizoram,IOC,FS102281,17777,1091.51,6.14,Sugarcane,1910.14,60033.05
2019-11-01,2019,11,Mizoram,IOC,FS102282,48794,1849.29,3.79,Sugarcane,3236.26,101710.95
2019-12-01,2019,12,Mizoram,IOC,FS102283,35703,1842.27,5.16,Sugarcane,3223.97,101324.85
2020-01-01,2020,1,Mizoram,BPCL,FS102284,59672,3443.07,5.77,Maize,6025.37,189368.85
2020-02-01,2020,2,Mizoram,IOC,FS102285,30113,1623.09,5.39,Molasses,2840.41,89269.95
2020-03-01,2020,3,Mizoram,HPCL,FS102286,69142,5137.25,7.43,Molasses,8990.19,282548.75
2020-04-01,2020,4,Mizoram,BPCL,FS102287,14704,645.51,4.39,Molasses,1129.64,35503.05
2020-05-01,2020,5,Mizoram,IOC,FS102288,22677,1020.46,4.5,Molasses,1785.81,56125.3
2020-06-01,2020,6,Mizoram,HPCL,FS102289,75264,4756.68,6.32,Sugarcane,8324.19,261617.4
2020-07-01,2020,7,Mizoram,IOC,FS102290,17340,1387.2,8.0,Molasses,2427.6,76296.0
2020-08-01,2020,8,Mizoram,IOC,FS102291,12102,1035.93,8.56,Broken Rice,1812.88,56976.15
2020-09-01,2020,9,Mizoram,HPCL,FS102292,45405,2256.63,4.97,Molasses,3949.1,124114.65
2020-10-01,2020,10,Mizoram,IOC,FS102293,63186,4890.6,7.74,Maize,8558.55,268983.0
2020-11-01,2020,11,Mizoram,IOC,FS102294,74540,4010.25,5.38,Maize,7017.94,220563.75
2020-12-01,2020,12,Mizoram,HPCL,FS102295,11271,954.65,8.47,Maize,1670.64,52505.75
2021-01-01,2021,1,Mizoram,HPCL,FS102296,76684,11955.04,15.59,Maize,20921.32,657527.2
2021-02-01,2021,2,Mizoram,IOC,FS102297,13607,1333.49,9.8,Broken Rice,2333.61,73341.95
2021-03-01,2021,3,Mizoram,HPCL,FS102298,15399,2260.57,14.68,Broken Rice,3956.0,124331.35
2021-04-01,2021,4,Mizoram,HPCL,FS102299,33117,3248.78,9.81,Sugarcane,5685.37,178682.9
2021-05-01,2021,5,Mizoram,HPCL,FS102300,58624,3359.16,5.73,Maize,5878.53,184753.8
2021-06-01,2021,6,Mizoram,IOC,FS102301,46619,5225.99,11.21,Maize,9145.48,287429.45
2021-07-01,2021,7,Mizoram,IOC,FS102302,63264,6155.59,9.73,Broken Rice,10772.28,338557.45
2021-08-01,2021,8,Mizoram,IOC,FS102303,12722,485.98,3.82,Broken Rice,850.47,26728.9
2021-09-01,2021,9,Mizoram,IOC,FS102304,49632,3618.17,7.29,Maize,6331.8,198999.35
2021-10-01,2021,10,Mizoram,IOC,FS102305,38285,3625.59,9.47,Sugarcane,6344.78,199407.45
2021-11-01,2021,11,Mizoram,HPCL,FS102306,34962,2391.4,6.84,Broken Rice,4184.95,131527.0
2021-12-01,2021,12,Mizoram,HPCL,FS102307,45763,3523.75,7.7,Maize,6166.56,193806.25
2022-01-01,2022,1,Mizoram,BPCL,FS102308,39541,3072.34,7.77,Broken Rice,5376.6,168978.7
2022-02-01,2022,2,Mizoram,BPCL,FS102309,37765,1318.0,3.49,Molasses,2306.5,72490.0
2022-03-01,2022,3,Mizoram,BPCL,FS102310,58481,6514.78,11.14,Maize,11400.86,358312.9
2022-04-01,2022,4,Mizoram,HPCL,FS102311,44135,4439.98,10.06,Sugarcane,7769.96,244198.9
2022-05-01,2022,5,Mizoram,BPCL,FS102312,54514,5244.25,9.62,Molasses,9177.44,288433.75
2022-06-01,2022,6,Mizoram,HPCL,FS102313,63107,4474.29,7.09,Molasses,7830.01,246085.95
2022-07-01,2022,7,Mizoram,HPCL,FS102314,18846,866.92,4.6,Molasses,1517.11,47680.6
2022-08-01,2022,8,Mizoram,BPCL,FS102315,27924,1714.53,6.14,Sugarcane,3000.43,94299.15
2022-09-01,2022,9,Mizoram,BPCL,FS102316,48983,5990.62,12.23,Broken Rice,10483.58,329484.1
2022-10-01,2022,10,Mizoram,IOC,FS102317,53278,8503.17,15.96,Molasses,14880.55,467674.35
2022-11-01,2022,11,Mizoram,HPCL,FS102318,78515,5370.43,6.84,Molasses,9398.25,295373.65
2022-12-01,2022,12,Mizoram,IOC,FS102319,17001,465.83,2.74,Maize,815.2,25620.65
2023-01-01,2023,1,Mizoram,IOC,FS102320,69160,10097.36,14.6,Molasses,17670.38,555354.8
2023-02-01,2023,2,Mizoram,HPCL,FS102321,66784,5796.85,8.68,Molasses,10144.49,318826.75
2023-03-01,2023,3,Mizoram,BPCL,FS102322,45905,6229.31,13.57,Sugarcane,10901.29,342612.05
2023-04-01,2023,4,Mizoram,BPCL,FS102323,41359,5331.18,12.89,Maize,9329.57,293214.9
2023-05-01,2023,5,Mizoram,HPCL,FS102324,24571,2852.69,11.61,Molasses,4992.21,156897.95
2023-06-01,2023,6,Mizoram,IOC,FS102325,27142,2475.35,9.12,Sugarcane,4331.86,136144.25
2023-07-01,2023,7,Mizoram,IOC,FS102326,52472,4685.75,8.93,Maize,8200.06,257716.25
2023-08-01,2023,8,Mizoram,IOC,FS102327,28566,1751.1,6.13,Broken Rice,3064.42,96310.5
2023-09-01,2023,9,Mizoram,BPCL,FS102328,33135,2687.25,8.11,Maize,4702.69,147798.75
2023-10-01,2023,10,Mizoram,IOC,FS102329,46562,7519.76,16.15,Maize,13159.58,413586.8
2023-11-01,2023,11,Mizoram,HPCL,FS102330,8684,1499.73,17.27,Maize,2624.53,82485.15
2023-12-01,2023,12,Mizoram,IOC,FS102331,16007,1600.7,10.0,Maize,2801.22,88038.5
2024-01-01,2024,1,Mizoram,IOC,FS102332,39996,1587.84,3.97,Molasses,2778.72,87331.2
2024-02-01,2024,2,Mizoram,IOC,FS102333,63186,9471.58,14.99,Sugarcane,16575.26,520936.9
2024-03-01,2024,3,Mizoram,IOC,FS102334,65320,10745.14,16.45,Molasses,18803.99,590982.7
2024-04-01,2024,4,Mizoram,HPCL,FS102335,29942,5584.18,18.65,Molasses,9772.32,307129.9
2024-05-01,2024,5,Mizoram,IOC,FS102336,28478,3565.45,12.52,Molasses,6239.54,196099.75
2024-06-01,2024,6,Mizoram,IOC,FS102337,43561,4939.82,11.34,Sugarcane,8644.68,271690.1
2024-07-01,2024,7,Mizoram,IOC,FS102338,57306,11352.32,19.81,Broken Rice,19866.56,624377.6
2024-08-01,2024,8,Mizoram,HPCL,FS102339,36024,6585.19,18.28,Maize,11524.08,362185.45
2024-09-01,2024,9,Mizoram,HPCL,FS102340,75428,10295.92,13.65,Sugarcane,18017.86,566275.6
2024-10-01,2024,10,Mizoram,HPCL,FS102341,66241,14241.82,21.5,Molasses,24923.18,783300.1
2024-11-01,2024,11,Mizoram,IOC,FS102342,63184,10482.23,16.59,Broken Rice,18343.9,576522.65
2024-12-01,2024,12,Mizoram,BPCL,FS102343,49833,10275.56,20.62,Broken Rice,17982.23,565155.8
2025-01-01,2025,1,Mizoram,BPCL,FS102344,19695,3436.78,17.45,Sugarcane,6014.37,189022.9
2025-02-01,2025,2,Mizoram,BPCL,FS102345,25573,2674.94,10.46,Broken Rice,4681.15,147121.7
2025-03-01,2025,3,Mizoram,IOC,FS102346,62672,7357.69,11.74,Broken Rice,12875.96,404672.95
2025-04-01,2025,4,Mizoram,BPCL,FS102347,77224,16603.16,21.5,Maize,29055.53,913173.8
2025-05-01,2025,5,Mizoram,BPCL,FS102348,12023,1720.49,14.31,Broken Rice,3010.86,94626.95
2025-06-01,2025,6,Mizoram,HPCL,FS102349,44735,8284.92,18.52,Sugarcane,14498.61,455670.6
2025-07-01,2025,7,Mizoram,HPCL,FS102350,72680,8874.23,12.21,Maize,15529.9,488082.65
2025-08-01,2025,8,Mizoram,BPCL,FS102351,38990,7443.19,19.09,Maize,13025.58,409375.45
2025-09-01,2025,9,Mizoram,HPCL,FS102352,73206,15080.44,20.6,Broken Rice,26390.77,829424.2
2025-10-01,2025,10,Mizoram,IOC,FS102353,35114,4217.19,12.01,Molasses,7380.08,231945.45
2025-11-01,2025,11,Mizoram,HPCL,FS102354,22961,3556.66,15.49,Broken Rice,6224.15,195616.3
2025-12-01,2025,12,Mizoram,HPCL,FS102355,44135,5221.17,11.83,Broken Rice,9137.05,287164.35
2026-01-01,2026,1,Mizoram,HPCL,FS102356,26799,5761.78,21.5,Sugarcane,10083.11,316897.9
2026-02-01,2026,2,Mizoram,BPCL,FS102357,27333,5876.6,21.5,Molasses,10284.05,323213.0
2026-03-01,2026,3,Mizoram,BPCL,FS102358,9115,1959.72,21.5,Maize,3429.51,107784.6
2026-04-01,2026,4,Mizoram,HPCL,FS102359,77109,5374.5,6.97,Broken Rice,9405.38,295597.5
2026-05-01,2026,5,Mizoram,HPCL,FS102360,45743,9834.74,21.5,Molasses,17210.79,540910.7
2026-06-01,2026,6,Mizoram,BPCL,FS102361,37430,7104.21,18.98,Molasses,12432.37,390731.55
2026-07-01,2026,7,Mizoram,HPCL,FS102362,22716,4300.14,18.93,Molasses,7525.25,236507.7
2015-01-01,2015,1,Nagaland,BPCL,FS102363,9995,330.83,3.31,Sugarcane,578.95,18195.65
2015-02-01,2015,2,Nagaland,HPCL,FS102364,50322,1076.89,2.14,Sugarcane,1884.56,59228.95
2015-03-01,2015,3,Nagaland,HPCL,FS102365,16524,442.84,2.68,Broken Rice,774.97,24356.2
2015-04-01,2015,4,Nagaland,HPCL,FS102366,32399,628.54,1.94,Molasses,1099.94,34569.7
2015-05-01,2015,5,Nagaland,IOC,FS102367,56591,1046.93,1.85,Broken Rice,1832.13,57581.15
2015-06-01,2015,6,Nagaland,HPCL,FS102368,67136,1819.39,2.71,Molasses,3183.93,100066.45
2015-07-01,2015,7,Nagaland,HPCL,FS102369,53468,267.34,0.5,Sugarcane,467.84,14703.7
2015-08-01,2015,8,Nagaland,BPCL,FS102370,71333,2518.05,3.53,Broken Rice,4406.59,138492.75
2015-09-01,2015,9,Nagaland,IOC,FS102371,30923,528.78,1.71,Broken Rice,925.37,29082.9
2015-10-01,2015,10,Nagaland,HPCL,FS102372,75619,1482.13,1.96,Molasses,2593.73,81517.15
2015-11-01,2015,11,Nagaland,HPCL,FS102373,25140,480.17,1.91,Sugarcane,840.3,26409.35
2015-12-01,2015,12,Nagaland,HPCL,FS102374,42262,963.57,2.28,Molasses,1686.25,52996.35
2016-01-01,2016,1,Nagaland,IOC,FS102375,65207,1845.36,2.83,Molasses,3229.38,101494.8
2016-02-01,2016,2,Nagaland,HPCL,FS102376,72791,1572.29,2.16,Maize,2751.51,86475.95
2016-03-01,2016,3,Nagaland,HPCL,FS102377,71753,2253.04,3.14,Molasses,3942.82,123917.2
2016-04-01,2016,4,Nagaland,BPCL,FS102378,31212,864.57,2.77,Sugarcane,1513.0,47551.35
2016-05-01,2016,5,Nagaland,BPCL,FS102379,17884,513.27,2.87,Molasses,898.22,28229.85
2016-06-01,2016,6,Nagaland,BPCL,FS102380,38565,1723.86,4.47,Molasses,3016.75,94812.3
2016-07-01,2016,7,Nagaland,HPCL,FS102381,35073,1434.49,4.09,Molasses,2510.36,78896.95
2016-08-01,2016,8,Nagaland,HPCL,FS102382,70999,2733.46,3.85,Molasses,4783.56,150340.3
2016-09-01,2016,9,Nagaland,HPCL,FS102383,50623,2526.09,4.99,Molasses,4420.66,138934.95
2016-10-01,2016,10,Nagaland,IOC,FS102384,37405,1200.7,3.21,Molasses,2101.22,66038.5
2016-11-01,2016,11,Nagaland,HPCL,FS102385,79325,2197.3,2.77,Sugarcane,3845.28,120851.5
2016-12-01,2016,12,Nagaland,HPCL,FS102386,8296,171.73,2.07,Broken Rice,300.53,9445.15
2017-01-01,2017,1,Nagaland,BPCL,FS102387,64782,1036.51,1.6,Sugarcane,1813.89,57008.05
2017-02-01,2017,2,Nagaland,BPCL,FS102388,47322,2952.89,6.24,Broken Rice,5167.56,162408.95
2017-03-01,2017,3,Nagaland,BPCL,FS102389,61084,3133.61,5.13,Sugarcane,5483.82,172348.55
2017-04-01,2017,4,Nagaland,HPCL,FS102390,39645,1958.46,4.94,Sugarcane,3427.31,107715.3
2017-05-01,2017,5,Nagaland,BPCL,FS102391,14922,722.22,4.84,Sugarcane,1263.88,39722.1
2017-06-01,2017,6,Nagaland,BPCL,FS102392,76943,2839.2,3.69,Maize,4968.6,156156.0
2017-07-01,2017,7,Nagaland,HPCL,FS102393,17046,569.34,3.34,Molasses,996.35,31313.7
2017-08-01,2017,8,Nagaland,IOC,FS102394,38346,1783.09,4.65,Maize,3120.41,98069.95
2017-09-01,2017,9,Nagaland,IOC,FS102395,61526,2085.73,3.39,Sugarcane,3650.03,114715.15
2017-10-01,2017,10,Nagaland,IOC,FS102396,22925,939.92,4.1,Maize,1644.86,51695.6
2017-11-01,2017,11,Nagaland,IOC,FS102397,76258,3233.34,4.24,Sugarcane,5658.35,177833.7
2017-12-01,2017,12,Nagaland,BPCL,FS102398,61739,2457.21,3.98,Molasses,4300.12,135146.55
2018-01-01,2018,1,Nagaland,IOC,FS102399,31241,2408.68,7.71,Maize,4215.19,132477.4
2018-02-01,2018,2,Nagaland,HPCL,FS102400,74920,4989.67,6.66,Broken Rice,8731.92,274431.85
2018-03-01,2018,3,Nagaland,HPCL,FS102401,30689,598.44,1.95,Maize,1047.27,32914.2
2018-04-01,2018,4,Nagaland,IOC,FS102402,31365,1643.53,5.24,Molasses,2876.18,90394.15
2018-05-01,2018,5,Nagaland,HPCL,FS102403,36523,836.38,2.29,Molasses,1463.66,46000.9
2018-06-01,2018,6,Nagaland,BPCL,FS102404,58110,2452.24,4.22,Broken Rice,4291.42,134873.2
2018-07-01,2018,7,Nagaland,IOC,FS102405,64194,2882.31,4.49,Maize,5044.04,158527.05
2018-08-01,2018,8,Nagaland,BPCL,FS102406,57177,2458.61,4.3,Molasses,4302.57,135223.55
2018-09-01,2018,9,Nagaland,HPCL,FS102407,79200,5250.96,6.63,Broken Rice,9189.18,288802.8
2018-10-01,2018,10,Nagaland,BPCL,FS102408,9055,430.11,4.75,Sugarcane,752.69,23656.05
2018-11-01,2018,11,Nagaland,HPCL,FS102409,52876,2490.46,4.71,Molasses,4358.31,136975.3
2018-12-01,2018,12,Nagaland,IOC,FS102410,61333,1809.32,2.95,Broken Rice,3166.31,99512.6
2019-01-01,2019,1,Nagaland,HPCL,FS102411,44163,1850.43,4.19,Broken Rice,3238.25,101773.65
2019-02-01,2019,2,Nagaland,BPCL,FS102412,15507,863.74,5.57,Broken Rice,1511.55,47505.7
2019-03-01,2019,3,Nagaland,BPCL,FS102413,58529,2885.48,4.93,Broken Rice,5049.59,158701.4
2019-04-01,2019,4,Nagaland,HPCL,FS102414,12414,610.77,4.92,Maize,1068.85,33592.35
2019-05-01,2019,5,Nagaland,HPCL,FS102415,70137,4166.14,5.94,Sugarcane,7290.75,229137.7
2019-06-01,2019,6,Nagaland,BPCL,FS102416,25500,525.3,2.06,Molasses,919.27,28891.5
2019-07-01,2019,7,Nagaland,IOC,FS102417,73018,5783.03,7.92,Broken Rice,10120.3,318066.65
2019-08-01,2019,8,Nagaland,IOC,FS102418,36451,1855.36,5.09,Molasses,3246.88,102044.8
2019-09-01,2019,9,Nagaland,HPCL,FS102419,20150,1053.85,5.23,Sugarcane,1844.24,57961.75
2019-10-01,2019,10,Nagaland,HPCL,FS102420,17436,917.13,5.26,Maize,1604.98,50442.15
